"affId","name"
"24f92ffe-3d69-4e11-ab20-7edc178fb8b5","Department of Biomedical Engineering, Near East University, Nicosia, Mersin 10, Turkey"
"8d6ac05a-b7d2-494f-9ebf-4091bb130f92","Deakin University"
"7ec25249-dec5-432c-8163-1486ca2b316b","Universidad de Alicante"
"f59126a3-cb7b-44a8-8e78-c5d53030d5ad","University of Southampton, UK"
"4d43eef9-d36a-4ad6-a1f3-56ec682c38fd","University of Southern Denmark"
"7030f08b-3dc4-4fa3-b160-a0fd350e0093","DFKI"
"34f0bb75-afdf-44ef-a5d9-24dfa8cad3cf","University of Miami"
"3d4e5759-c530-402a-81f6-2405c447467f","Department of Computer Science, MGCGV, Chitrakoot, INDIA"
"1aba52e0-b0ba-4812-a5bf-01c93feb33f2","Department of Pediatrics"
"fa15d85d-66e6-4801-88fe-de96cb189da5","Beltsville Agricultural Research Center, Agricultural Research Service (USDA), Beltsville, United States"
"dbdafac1-c92e-475d-92d9-11b51206b346","Graduate School of Science and Engineering , University of Toyama 3190 Gofuku , Toyama 930-8555 , Japan."
"d25cf0fb-226b-491e-9571-4be79a01d479","University of the Basque Country UPV/EHU"
"d6db806b-3f66-4980-b682-9dbc2539a0b4","Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences"
"cce5c5d7-e87d-4758-9fdd-1d6557857b08","Panjab University, Chandigarh"
"3adcc5ce-8726-4cbb-8064-a3d411b06352","George Mason University"
"99b516c7-a9fa-41f9-b6aa-b300c47996ec","MD Anderson Cancer Center"
"f75399a2-2d81-4a1e-ae4e-fa3b1b47b116","Sber AI Lab"
"92720275-0da8-4baa-841a-2fca8345462e","Hitachi, Ltd."
"0b74473d-e14b-4439-831a-3931b062e816","Ehab A. Albadawy"
"81a943a1-9dd0-4f80-a756-7450ad1d21eb","University of Stuttgart"
"568d2dd1-38a7-4ee0-b604-de420d975ccc","Nanyang Technological University"
"58ec7dbc-9a36-4b9e-ad4a-8664ab366b86","Cornell University"
"0a560b2d-b8fc-42b5-91c6-02ccb836f8c1","University of Sfax"
"fc750ca3-5ab3-4cd8-ba0d-0488877f2bf6","Universitas Sumatera Utara"
"50c18026-1a22-41f4-87ec-5906bc1e749f","Fordham University"
"193e0517-aedb-4bea-86d7-5605218963c0","University of Extremadura"
"7a377938-5776-4e70-9195-a179e0832275","Department of Psychiatry and Human Behavior, University of California Irvine, Irvine, CA, USA."
"a2e26537-4c09-48a5-8528-6d50ac70f23f","Ural Federal University"
"3228bbfa-b1b0-4de7-994c-a9b4489d184a","Queen´s University Belfast"
"b550e41e-e191-4acc-b89e-cda585222bd6","University of Otago"
"96dfe0cf-525c-4815-afc8-1bef29bee30f","CNR"
"2ac8f681-0426-4f17-952b-8277010accf2","RWTH Aachen University"
"eeb19ab7-e182-4bf2-abc7-740d16fb2c00","Human-Centered AI Lab (Holzinger Group), Institute for Medical Informatics/Statistics, Medical University Graz"
"975a9e1c-6907-4a0b-8d01-d4a5ee17718e","University of Texas at San Antonio"
"10fe3768-3f10-41ee-9ae8-ecded24ec484","Brigham young university"
"5f9f17f3-edf6-435c-9d87-acdf4c5c6637","University of California, Davis"
"6cf32517-868d-478b-9da0-d293ced1fd76","University of Málaga"
"169cdbb0-6bbb-4b56-bb22-3c20f35f7046","Cracow University of Technology"
"ade369ef-9ef0-4c0b-89a9-a3e234d4ea3a","pitt.edu"
"8cbdfa9b-6fc5-476c-8b58-383e84d34074","SBA Research"
"60a1e467-1b3d-4e50-ad60-82210c5bb8a0","National Institutes of Health"
"e89976e2-3cec-49fb-b9ec-3457853574c6","Los Alamos National Laboratory"
"ec615508-682c-4d20-b8b6-8d509fc153c9","Anhui University"
"bc0024e0-a19a-4522-9608-351a6460648f","Unit of Advanced Genomics, CINVESTAV."
"0304d75b-b0ae-45ab-9abc-aff72869cec6","Indian Institute of Technology, Kharagpur, India"
"d60c00c6-f471-466d-bb53-fed332341e57","Huawei Noah's Ark Lab"
"87dd6edd-6e98-4b8e-bae6-e83953481bbe","University of Oregon"
"4c000f62-7a38-41b5-81fe-288c27ee8f20","University of California, Riverside"
"bdb6df3b-2a4c-4ea4-8374-754eb5394fc2","University of Kalyani"
"be8eb47f-3452-4bd8-84cb-721c0c000370","Children's National Hospital"
"68a276d9-3c30-4a9d-aed2-d548416c60ec","University of Patras"
"e4a80115-373e-44d5-ab60-6bce169065e8","Dana Farber Cancer Institute, Harvard Medical School"
"3978b6f3-613c-49bd-9479-13d44bf115ef","University of Perugia"
"331eabec-4966-4186-93dd-57db2e23ea4b","School of Computer Science and Engineering, University of New South Wales"
"6b20543f-f138-4e63-87ca-d8943e4250b9","MIT"
"ff433cc1-b5f1-4053-bd1e-6068be333354","GMR Institute of Technology, Rajam, Vizianagaram"
"ad53d626-ab9c-4797-8dec-a7f5dc345d7c","National Institute for Research and Development in Informatics – ICI Bucharest, Romania"
"7ee985bf-afc8-44af-90c6-79bdc41d0c73","UFMG"
"2d77126c-b6b0-4475-a1ce-6a2e7fa28329","Harbin Institute of Technology (Shenzhen)"
"8a7970a6-85da-44f1-a64c-1f3c70831b20","Panjab University"
"9cf37319-0d9e-43db-a2be-fc76c7174b00","Netaji Subhas University of Technology"
"2e526f7e-d051-4db7-ba5a-f83e6820890f","Ragon Institute of MGH, MIT and Harvard"
"65545498-a19a-425d-b485-c73e891ddbef","University of Milano-Bicocca"
"cf43ecee-7e55-498f-8510-03478f779a6b","King Abdullah University of Science and Technology"
"5d9e8f7f-8b9d-46d5-8cd9-51b4bbcf7fcc","JIMS, Kolkata, India"
"5e750e36-b876-4931-9164-a4a98f6604c2","Chittagong University of Engineering & Technology"
"594d0ca8-3306-4254-a5b0-d4edd295efbe","I2SysBio"
"474a8ab0-aa01-4d96-9c52-59ea6fd36640","IFIC"
"8f3baf35-5d4f-4c0a-9573-26be50786c27","Operational Research Center in Healthcare, Near East University: Nicosia, TR"
"8926a8df-0998-4fba-bba5-f62faedc5c68","Northeastern University"
"5f8c657d-ff60-4435-be12-d9000547aacf","University of Hertfordshire"
"e71c20ee-228e-4894-ac21-bf91342464e2","Department of Computer Science, Aalborg University"
"247cbe79-4118-41b4-8035-de7886ff8473","McGill University"
"3703519f-596a-4a8f-a36a-41ada5827fe4","Intel Research"
"222cde2d-a91d-47ae-abab-0c6f93634021","Institut für Theoretische Physik, Georg-August-Universität Göttingen, Germany"
"a86c52f8-4e45-4208-bd1c-5e5806d16ec3","Universität Stuttgart, DE"
"e3556cb9-9ae1-48a2-8716-f42e137b1ceb","University of Portsmouth"
"b371c758-f173-4b56-ac14-eb87b62c1d0a","Chaitanya Bharathi Institute of Technology"
"98e26aed-4571-40e9-a1f6-e2d99956883b","Tsinghua university"
"dffa19ae-4b4d-4c1e-b900-25e077108eaf","king saud university"
"25ca5045-ad65-4d8f-983a-223b426037e5","Renmin University of China；Institute of Information Engineering，Chinese Academy of Sciences；Tianjin University"
"6ba0c8d5-f31f-497b-85ef-767c2b25b90a","University of Bristol"
"15372e81-4ebc-4768-9f5e-137effdc84c6","University of indonesia"
"7875df81-9fdf-45f0-8389-f43d1255ea7a","Nepal"
"382c04d3-0f77-4862-9185-ac2b14b46f36","Luleå University of Technology"
"1e41c46c-8a5d-4698-ba36-02145ab93cd7","Montclair State University"
"bc301e85-f8cd-41f5-8c94-6c1f17975b1d","Emory University"
"a9922c4e-a4c0-40a6-bb2c-b95fcdd774b7","Data61/CSIRO"
"2e6b7064-480a-4c27-b5ad-c2e7e7623180","National Institute of Technology, Tiruchirappalli"
