keywordId,keyword
c573f00b-142b-458a-b958-f950fbc8e97f,hippocratic oath
8ff6fce4-a0a5-4a21-a5f5-8b0ef929558a,lynch syndrome
947b2265-896a-49fd-8344-f05028c11cd6,neuromyelitis optica
21eb57b8-1cd6-4874-ba02-554bf8406755,qinghai lake
753c0e47-2858-4238-acf6-0be906bfe31f,think tanks
45c433e4-8e30-4538-8427-913bfebd46b0,data storage
4dad0456-e54c-4e65-b017-a090966ec9a3,decision model
c3755eec-ace9-44d1-9c59-91a4eef4d76e,giardia lamblia
08ff2978-dd31-4436-a5a0-6235b1196162,dimethoxyethane
5962685f-81f5-458a-b585-e622cc6cdbd4,ion semiconductor sequencing
fc0882a8-aed6-4295-ac10-56dc94d74b59,catabolism
d0274bc3-4138-41d6-8be9-33be8914f2ce,information sharing
9040dddf-8ad2-4b65-bc02-223d09e61cd9,protoporphyrin ix
7e10b498-c2d7-48bb-8a77-71ce8a4acb7d,caprolactone
fae19d04-9bd3-4edf-8f73-9c3e59455983,epidemiological surveillance
5f45f0c3-7ec0-4068-a2f8-305b96e42a7e,data processing
3ebc7932-3866-4346-931b-303a87ba2dd2,development theory
520a5ba2-8ff2-4b63-8ca6-2459200f0a48,orthopoxvirus
a715f520-5bfc-4614-a1a4-9229610f1106,aptamer
1cff492e-d945-4d80-af84-0deb3a64514f,research object
c6ef5e1b-75e3-4cc9-afc6-845771d8718a,objectivity (philosophy)
9edadebe-49d7-4a40-998e-e044f3db7f63,legged robot
f0ead07c-d936-40d6-864e-dd6185ea5a1f,demand paging
c0b2ecb1-e2d0-4717-a9dc-8b234424ff5d,enterprise system
040d4505-4eee-4cf5-80a4-5a4e3e69b7ff,phenethylamines
927a0585-ab6a-45ff-941e-b2b34d3c757f,boltzmann machine
c66ed975-9fd6-41e2-806c-2fc2683781ee,precipitin
81885ea8-4ca2-4bf6-bf0f-b6e09ff97eaf,thiirane
93298a0c-f4b2-453d-a3ad-47da5d65add4,fake news
e59e1add-7e99-4349-8717-a42eb97ebdfd,acetylcholinesterase inhibitor
e787a1b4-95de-4eaa-8da2-b6c74fe718e5,subgraph isomorphism problem
942a0126-6341-4bbe-897c-908c8a3cafbe,distributed hash table
a96c3536-3a7a-4b33-ab16-f452771f6838,ileus
aaa03668-1c3e-4f94-b372-2e690a187658,organelle
965eb8bb-db61-432d-8228-b92ca977cef8,vibrational circular dichroism
a8d411aa-9e26-4c74-8066-e67753889cfc,causes of cancer
8e75120b-4fc0-4744-b33c-908ad85c0ade,brainstorming
1e55ccae-eabe-48f0-8674-e6f093b691c7,health administration
2961b223-54e0-4a91-874c-d5afc56ffa35,expert elicitation
e65cbd70-a7a6-4900-bb5b-b013d84994ac,lattice protein
c106fcf5-002a-4223-8e54-19cb590bc7de,memory b cell
b4ac77a5-ed1e-42d9-bd3a-193fd5f540a0,isatin
1b219ca4-f113-4daa-b74a-0d0c75b1498d,aspiration pneumonia
9fe4794d-1b6f-4817-9f5f-4928fbc5b616,neurotoxicity
46efe7ac-48c7-4fc0-bdda-680b040d41e7,computational thinking
2a456a88-a42a-43a8-b433-27d1f5c350a3,acronym
3bfbfc40-1f9c-45e4-9a44-c577c525f054,lexical analysis
da61a89e-6149-4780-8b7e-37c479a27ebc,reference model
2ecbb5a0-83eb-49b1-87f8-73aa7383e058,harmonic map
b22eb014-6d47-41ec-beb0-3a98343eb03e,treasury
f529319c-ddcc-4b38-b97a-c59fa18615d8,subject-matter expert
02128b29-5a92-497e-90aa-f1a5811b85e0,calculator
d89dfd09-d492-475c-9401-e836a9685171,transient elastography
a1448802-d676-4f89-ab0c-c27598cb5b9f,cancer immunotherapy
b67ac55f-8ffd-4c48-a648-91a6b9f6faa9,virtual space
628d3026-03bc-448d-ab14-65d0eedeb660,agrostis stolonifera
205377ca-e9a5-40f0-bc1e-6177e7114445,pleurotus
d0e4976f-3c83-4ad6-861d-79abe40d2942,agglutination (biology)
b2291f99-c8aa-44e8-981e-3a6c3583a675,business cluster
8e6c294c-f0e5-436e-be44-a4571b1ad36e,natural reservoir
a95ffb8b-3047-4629-8571-9f497da062fb,protein engineering
37fe21cd-aee5-43e3-acc3-590b7b838a82,atenolol
10e9d32a-dd52-4702-9319-bd91d666c076,neoplastic transformation
03d80278-f586-469f-bec1-c4d07744c453,software maintenance
90d9f145-b43e-43cb-8830-3d09c07d4521,fowl
8e9d78fa-b53c-47bc-8030-bac09cbde9d1,neoadjuvant therapy
816f5e30-75a8-4f47-ada1-5c9bfb584c71,tree (set theory)
83d2c365-d42e-495c-b6d3-7101f245145d,community engagement
fc100abe-1db4-42ba-a88a-ed515c31de17,blame
9b30b40d-4280-4fad-91aa-16836f1b4841,myzus persicae
549dc195-6564-4271-b5cc-eb8f44b6685f,stored procedure
8bd17486-fe0e-4cfb-b076-5811ee82ee6e,pandemic
cd4423d9-c096-4b9a-a137-25def4887512,nature versus nurture
d76f0ef2-8d43-463c-b397-99be85ff9360,cohesion (chemistry)
8add5a0a-bf25-478d-8f78-61442fed5409,thesaurus
522a6490-113f-448d-96c5-60256126237d,hormesis
53b6007d-5d38-4104-89d0-e4e51a76246b,flash memory
a3d8e575-af3c-46fe-aea8-845caa7870ad,local information systems
16bf9f5f-0649-476e-9779-d36bddc1c91b,plant stem
985fb83f-afc7-437b-80a1-6a4f8b8c4773,wrasse
6831462c-3a5c-4002-b230-876e702c8cad,ames test
57dd95e7-ab64-4b91-bbc5-5974edbe72e5,deoxyribozyme
36e5b03a-b339-4a69-a50c-2bf56c4e6853,enterprise data management
eb097543-21fe-41cb-9e96-9982c36483c3,survey research
2c429335-f4ce-439d-bee5-4b78b655b018,market capitalization
59b16049-f5f0-4d34-89a2-5a122b35c844,swarm intelligence
fcea3166-cb9c-4366-b693-09b693ec5da7,dishevelled
45583283-c6af-46e5-af53-c8d1e6b344bd,drug repositioning
18f740fd-1e4f-424e-a8aa-616332bd84e6,sustainable production
991b5a40-5c5c-4385-bbda-a5b57e1bc386,ornithine transcarbamylase
cb67faa0-4fcc-4db9-acac-c383194c7945,nucleoprotein
471b594e-d228-4497-813c-be49cad38538,human biology
f996786f-317c-41dd-8128-1550ed5eeb58,heritability of autism
a18d74e9-7b25-404f-93a8-adc24c3bd3b7,hypoxanthine
e7c2cb35-ebd5-45ea-98c3-0c29ed6ebea3,semen quality
29af5fc6-aac4-42a4-a044-8341aff34881,industrial control system
9c1649f3-acc0-479c-85d7-6c8edfed9db5,protein design
a860844d-8ba2-4675-a8cf-2817229846dc,kenaf
f516a3c6-7dfb-43d6-886a-cfc821dfad67,stationary point
1190eca8-47cb-42dc-96c2-92cd02677cad,liquid phase
d51d7cc9-571f-4b2f-9fe4-9055d02cd83d,chemical industry
142a4826-3578-42f7-a80e-0761d4994186,full disclosure
ec387eee-4205-46f5-a722-007c1215c13e,scale invariance
43466800-af04-48c7-a936-707ab15e9b58,osteopenia
67ab5265-668f-402f-a4a6-3b145cbfa137,octree
80204943-4a3c-4674-b4b3-01d9d29f8c84,quality assessment
6032b3db-f9ed-4bef-a5ac-e58904091e8b,sendai virus
74ed8cc5-d558-4337-8e98-f299fef3126e,chlorosis
d298d0e7-5c83-4c8d-a2bf-1939025b6611,hyperlactatemia
534f3ac6-2173-491b-8067-52347ba40e0b,polypyrrole
e20014cc-8894-4e36-baa0-45e2ab449350,tender offer
c76b6d7b-5e4c-4c58-966f-e1fd4778333a,thin layers
af27c3e7-9118-4d1c-9aad-81258b18b90e,rpos
154eae95-6c87-4bd0-9236-ed8065fdd7bc,galliformes
0ec9d2fe-3840-4f34-9297-ceffe34cc6d0,in silico pcr
74040ab5-07fc-4dd3-b6fc-bfcb43db7a6b,myeloid-derived suppressor cell
36ab0f18-dd08-40b2-82f8-37b5844e0b81,west nile virus
a78933c5-78fc-4b05-8819-22feec694318,feature engineering
efae1cc9-6307-4bec-aaa1-51e1864dc50a,retrosynthetic analysis
87982c38-011d-4a84-b4cb-15b3bf73cae2,nearest neighbor graph
598b23bd-c534-4085-ab9f-20ce0e9b22c1,vision
0f4dc18a-c524-4fcc-b5ba-34c68cf25fff,two-phase commit protocol
2ed3ad0d-5e83-4206-8cd1-eae19292c632,simplicity
f9377c88-c9bf-4c3e-922b-16caa8a38397,medical decision making
240b408f-4b2b-4a33-9a31-b661fef67c33,private network
0bcb2f00-4a11-4495-8228-c223af6e8bbe,smart device
15774ed5-41cf-416c-9f4e-c02f9b665631,retinoblastoma
5ed68530-ad25-4099-afc5-4987f165e1cd,surgeon general
6369f684-5bed-4a48-b7bf-a13c0afabda2,abts
358669d6-7924-4639-b611-bf8abe9855eb,aspergillus niger
09cfa309-8947-4fe7-a4a3-418337e5ff8f,hnf1b
91cdc61b-b23b-4898-8bc2-e5474b4c954b,kupffer cell
518c7b60-86de-4ada-9b38-2bbb29f6364d,response regulator
add93743-46d3-4d45-8a10-368d526881d6,pyrrole
c5bd7397-8e76-459d-a121-08ad5369bcb1,stomatal conductance
e86da6f5-85cb-4878-b18f-154b0e60034d,conceptual design
4c3964c3-0d74-46d7-9c56-5391046df86c,hospital discharge
496f78c7-b713-45ee-88c5-7ab0d08525b1,decoy
1a8ea912-f119-47da-b5a6-dbb49b5378ea,epitope mapping
e234c8e1-7013-4439-b207-ffa18053c959,institutional review board
f1c60b64-a290-4b43-a7f8-34dde5a1dcdf,footprint
2e12b1cd-497b-41db-8c5f-59a3f79f9dd3,cholesterylester transfer protein
20fcfc12-d93c-48a2-bfdb-8a634faaa04d,application virtualization
ea9313e0-d43c-4d79-8c6e-1c3c148e4cc1,breast carcinoma
c1e06c8f-e445-4ed4-b885-f42a464e12a2,immersion
a8b2d7c1-959d-4d32-9ae0-a9d99bd8aa68,thrombocytosis
2a049d6e-1ec8-4b01-b1a9-21cd84a8b4c1,oxetane
2a87671d-2dc1-4dff-9b64-27ed52884a9c,occupancy
4b236023-be95-479f-afec-4aef40c828df,gluconeogenesis
65b691e1-521b-45aa-b920-620cd7c32b15,mobile apps
262b3a55-e28e-41cd-94f3-29315c37e25a,caga
48dd595e-5dbc-4a25-b095-e94015f5523d,breath gas analysis
08f36f33-a075-447c-aff5-c78e463263bd,qualitative property
53cdf419-723b-439a-988c-7d80ffb68a20,effects of cannabis
c986af79-3466-451d-80ea-429d98e5486e,arctic vegetation
eebd031b-6862-4186-b52e-09f1fcb4dd77,roseburia
9a0dfb2c-01a0-4e5f-a3c4-9145a4897cfa,absorbance
5af5988b-4e67-4de6-b98b-48a11caafd2f,orthant
868277c1-e818-4464-b90c-ff8c95ac38a8,cabozantinib
998ff44e-8bdf-4b66-bfda-6d6f355fbf4f,fluctuation theorem
d0ed58db-cd04-4760-a6b8-2359ad8b679e,molecular graph
02d369e2-4f52-46b6-88ba-15d56e01dd35,internalization
d6e470d9-e01c-45a1-9ee5-9e5605ab3356,egfr inhibitors
a3e6f31c-f539-4428-8ee5-bb372e485857,content delivery
4903bc1e-fce7-4bc7-98be-f7b33c7101ce,localized disease
b9385b6d-19cb-4792-8f79-80d759b5ae92,indeterminate
41aa9acb-0d46-458e-aea8-e7d6c25d9196,overfishing
8907b2d8-88b9-4867-8a8a-57fc27317d88,salary
76a7be47-2c0a-45e9-bc26-98d95e856cfb,expansive
0056435e-c617-4972-8e60-c90d8ee5d8c7,audience measurement
42392c15-6305-43a0-ae3f-a68ae5d2775e,gut bacteria
ee1fb317-2198-42d4-a0fb-9fdd1c7c3386,imine
f93b58b6-5d1b-453c-a50f-dd326a6b30ba,supplementary motor area
88ca8d52-2a88-4599-ad0d-e3ed1919ac2d,metabolic engineering
8ee94925-a1b9-40d1-b0e2-b96b073e62a9,alternaria brassicicola
b0bcd585-e5ee-4772-86fe-7bc688188689,benchmarking
9e346b44-5b5d-46ca-9f19-86925ab98171,pyroptosis
d4aa5101-9357-4eae-9d5a-83d2edd96893,redistribution
323359e7-6f5b-4a41-91fd-70fc7df5e471,personal software process
f926090a-77d1-48d9-ba53-8c4f4c418d4b,selected ion monitoring
67250dfa-939c-474a-8d80-c814a3e36af7,food additive
c5bd80b6-9a5f-429d-8a4c-184c9fc8d1e1,mycobiota
e0c13d50-33c6-4a39-932f-e84baa6e26f0,provisioning
c451c4b0-9eba-460b-aed7-0ca7d188a9d2,weak consistency
8c8654ca-d258-422e-846c-b71decdcde04,multifactor dimensionality reduction
596ee2af-91fb-40c6-978c-4c3900fadc6f,gene nomenclature
b9b47e7a-413d-42e3-8859-aa0186c5566f,minisatellite
5e8451a2-6484-4ff4-9546-ec216656869d,coprocessor
6323ee4b-c3e5-4c06-8cf9-a2efe51e76d1,governor
21d6e499-d89c-44cd-b05d-ded0a86ba1ed,hormonal therapy
2015ae70-9409-4c60-9580-8fa2cafa1b3a,scraper site
e65b144b-3d6a-4e35-a4e7-a6a1524c9be1,lyotropic
84ceaff4-0120-4353-8384-1b313296ec48,distributed file system
3868d1ab-2b4f-4758-aa6e-b254802b7db9,mineral dust
14dcbb26-a0e7-4cac-beba-f40e8271e9c5,work space
3ee544b4-06b7-44ed-ad09-d1032f848c56,nist
24ec1e1e-7349-4185-8f6c-b931d622edce,identical twins
eb754710-0c72-4552-b8a4-c443397711d8,nomogram
efd7289d-62dc-4a1d-8783-562ccf79db76,cd47
1bde0ff9-0463-41fe-881e-e7b1676e79a9,hemeprotein
02b6af6d-cb0d-4dbc-b320-5adfab93e812,immunoglobulin m
cf1b148a-52d7-427a-a498-7caba19b2ec7,autodock
fcf232a4-8133-4b4f-9405-52dc387a105c,psyllium
9ad13680-71cc-4667-9734-8a9a658c5f2a,sql injection
6d8c6c72-c363-4545-b031-bc2eaf139254,unexplained infertility
d816f757-df7c-4dda-923a-0026b2e60fbb,helicobacter
63a4ae19-c2ec-4f92-bd6b-46254370c753,reinterpretation
fda27fdf-b553-4e42-b84b-a7df0bcbd7e2,reaction intermediate
c27185f1-c45f-4986-80b5-1f25d851dc7c,data synchronization
b4fce7e0-25d9-4ec1-82c1-ef5cfd90ce9e,cucurbita maxima
58738338-4c4e-4293-9cfb-e580e7f8c0d0,constant (computer programming)
2405f8f9-bc27-4731-beda-27d805ba90a2,fulminant
3d825271-1789-4f05-9439-41a92430bce2,consumption
d4a194d9-7510-4c68-bbba-7eb11b35a9e1,dysarthria
ba52029b-e1f3-414f-91df-dbe062643e5f,psychiatric genetics
0674e8c5-79b2-4b71-a7fc-ca62a77b14e3,novel virus
1d253132-d14d-4545-8b27-5ccae84ad278,immunosuppressive drug
5816ea53-0daa-495d-927d-d2cd4685e152,immune dysregulation
0d29ae5a-8ecd-428d-9b10-fae2be9d58fa,ancestry-informative marker
5c8b4df6-1b80-4b08-b3b3-9b853feac20e,electronic health record
56c8f332-0f55-4537-8ecf-bd56622cf585,memory hierarchy
07ab2d0f-ce5b-4233-862a-172b5b849187,technician
c605d254-9c64-41fe-b4dc-868f5fa762e1,cebpa
cbc5a79a-6912-4754-a039-dd49e00804f3,kinome
16683e8f-dc5d-4d34-bc69-2c70f23e6b0a,neurochemistry
514de172-613d-4bff-8771-fbbbb32e787b,information source (mathematics)
fe371d8e-96aa-49f8-a8da-ea8d97f5d75d,dissociation constant
717f640d-7a2c-4f43-a69f-ba71af34c148,stuttering
17bb39be-2195-47b5-be01-57f43386bb7b,self-assembled monolayer
b0d5f778-3663-417e-97c2-fb5665d06ab8,activity recognition
d249a687-3e92-4ba3-af25-bf1bdc5bad78,zone routing protocol
573e19de-349d-4921-9258-751c27db2780,enantiopure drug
4a29de0f-8df1-4777-97db-0135960e0838,personal genomics
e3d00f44-2dbe-4488-b200-07f1a2781c17,cathelicidin
a8da1c71-5c5f-49e5-ad3e-1862cf68813a,single cell sequencing
8e4c2765-4c3e-4350-8203-3cbb6d4081b7,neurocognitive
bba37d30-d665-4ef7-826c-1c1bc1885d20,lean software development
63d72fd8-8c27-4bf6-8228-3ac2ebdf5bbf,amino acid metabolism
36e0de63-9ecd-406a-b602-30aea0ffea47,carbon source
9faa0d2f-b0bd-4cde-96d1-ec5985b57ea6,stability theory
b1e690ee-28d7-4936-a318-79331e49f93a,dna testing
f98b8753-5c02-4784-a43f-de79c5e9f475,adaptive coding
e1e408db-5aa6-4a26-bf21-706e0d0f1c4d,persona
ab178e08-c326-4a5e-8861-2c5ff5d5f8a0,sublinear function
e943a610-63ce-4381-8c07-d5c0b377d60d,secale
09e272ea-b9ec-47e1-a167-9ab5e004cc95,bicalutamide
5a2a8726-45c0-40aa-b889-dbb4a5ae5d42,genome biology
c61b5e98-b883-412e-afc9-47d88111a1ab,memory errors
132c2c33-b948-4d97-b421-dbff5f04a8a6,extracellular polymeric substance
ee277d2c-09c2-4285-88df-cc85ff4699b0,dashboard
ce1e9d11-3274-4d71-8afc-0672bcaada08,subgroup analysis
ee717026-b673-4b11-9dad-4f83e2cc3a93,zingiber officinale
f6980827-3552-4dfa-83d0-534fdf874969,xpath
b015c26f-6c9e-4591-9e92-6199e2a60329,primer (cosmetics)
9bdd0e64-e88d-4bcc-a41f-5db84aa70ac9,international prognostic index
b0e2d9f0-1142-4b0c-8776-68ad76ad8d2c,thiazolidine
172b5fee-9f50-47c8-be62-fde3860c4733,lycium
f06ec190-036f-45ad-b1dc-05ae07a832c7,surface reconstruction
7d3f628a-379e-457c-b5ef-658150548171,acanthosis nigricans
3427ca92-dac4-43ce-b9d8-6a6f7d1afb0e,biocompatible material
b70a0481-3905-455c-b9f6-00c99b29dbee,pointer analysis
643ad1c1-12ad-4d39-8f95-9eedcbf1131d,temporal discounting
2999bb24-2009-4f32-93f0-680c711f5135,backtracking
6fb0025e-ddf1-44c9-91a9-ecff165df3f7,maxima and minima
6e5adabd-4dfd-4e0b-b3ef-0d814cc2fa82,alpha beta filter
b8cf1e48-1fd4-48ce-abcf-b6fe143a2405,van deemter equation
3ed70f49-8a5b-41fd-9291-f8fcec22b5b1,akaike information criterion
36ef8a34-305a-45ae-b9be-adc40a1b26fd,memory architecture
73af83dd-b061-4a6d-b2f9-d63190bfc7ca,pickering emulsion
0242f73d-9505-4de0-b954-df50958ea200,xanthomonas
9332e33f-d22b-447f-bf0d-5ec2b8b472f1,nucleoporin
cdd1da3b-5458-4fab-9f31-ffd381416441,viral encephalitis
ad5014af-052a-4365-bd48-7ad3ba6f4460,uterine fibroids
70605305-8d90-4a03-bdd4-47fc82455c69,interconnectivity
7c2efbb9-08ee-485e-9624-89ae8d531ba3,improvisation
4cc86ecd-3c44-4cb6-a3e7-b9e48c37eab6,sort-merge join
9d1c058d-9762-49d8-a47d-df37623fad30,mda5
a06a26b9-3f8a-4f65-b4e2-9b444157c961,hydroxylamine
a48dfe77-1fdc-45df-a389-6080e538488c,cell function
c75e463b-99e1-41c0-a2e0-37d22ba1e08d,semantic network
4265e28f-1565-4ab8-84a3-865a856c89e4,integrated enterprise modeling
85d2c62a-0c05-4e34-9c91-bce7d5480b21,nursing staff
b0a6ef1d-1638-4a38-b257-9cb935e88887,conduct disorder
4003f181-09d4-4063-8b6c-23e6859c19e7,poxviridae
0a0bfdd3-cfed-4890-b531-fd6e8398a3eb,ethnically diverse
a11b43c2-540d-461f-b2a7-2e0ad3b0cccd,medical practice
11398d2d-a12f-43d6-ae41-f4bc051c58b5,vanguard
a626ed66-7937-4bda-bcef-d4f7c77ccba7,marital therapy
0cf98c71-492f-42f6-9fcb-af7b1371b0bd,lymphovascular invasion
cb209793-bdf0-44c7-9d7b-b6fd5d409692,evasion (ethics)
c1fbcda0-f7d5-493b-8505-4c5092735d20,wheat leaf rust
d33d41bf-a1ca-4ebf-9f81-e4d812dc7bf4,grid reference
45560990-9800-4362-aee3-0c71758fa7ba,cyber-physical system
8589b3fc-9c8c-4c56-ad58-fa123ac0a2ab,renminbi
1a1358ec-fab8-42d9-88c7-23cf1ed0c106,residual neural network
d354e9be-b3d2-43ae-b26b-ef4722ea279c,credence
dd1937f4-8f4b-47a6-b45e-b483745d441f,clastogen
639ef980-bbf5-4c7d-95f4-fcf8d5e2bca7,acetylene
869d8a71-c94e-4ee4-8828-04996c22c926,basal area
71cc0120-1958-487f-bfba-c00aa620a12e,bridge (graph theory)
404e313d-96cc-4aba-965d-611372cee09e,cognitive test
f4cdecba-09ed-4cc4-ad03-0bd83363587e,cutting
a1e83837-f667-4f89-b915-981874756a8f,c-ran
320e150d-dcc6-4e2f-888c-713884da98a6,anticancer drug
e93df3ef-f706-4b3c-a41e-4b253a3fa45c,ricci flow
1ec46c78-62ba-461c-be03-eb527f86a72c,vasotocin
8beb7d9d-1336-4529-9c64-a73aa7775da3,human migration
f900aa77-8d23-40b0-9001-2268e4b49630,diisopropyl fluorophosphate
5a3c28db-8708-45b6-9c11-2b6bfb6a667b,sustainable design
8b736b77-36f3-499c-9c5b-bbad246feb6a,compartment (ship)
22ca2bfd-018c-4360-9820-38cb054d3116,performance metric
0c735980-184b-4ddc-bd22-d59bfbe1345b,brown algae
f03cccaa-f72d-425a-8a28-c704e6d7a7ff,crispr interference
245c3c47-dbe3-4669-8a38-f89407cf16df,coulomb wave function
a149c7d8-5435-48c8-9fba-74ffbb64d0db,medical research
bd1f696c-5ab7-4890-b652-bdf2979ace44,response inhibition
e912f640-e33a-48db-b491-c6e38115ad45,thriving
21c71c28-c1b1-42fd-873c-fa5fb9273454,radium-223
501cbaf7-bdf3-45ef-98c2-4cfef34ea97f,molar refractivity
6a254bd3-0429-49a7-80aa-b78d258336ee,k-medians clustering
9bd1155e-080c-4b8f-a2d2-819534225fa3,depiction
c50cc792-1b7f-4c44-87d7-e151f6091cde,biogenic silica
e75d0a37-6617-4f84-9c44-364f7b3935be,basis function
0b04708e-9625-442b-9ad5-e2167deae66f,saddle point
0da5cf8a-44c0-4969-9409-244f73a55803,biofertilizer
db8668a4-e48a-4c7e-8c49-1cf5b92d9561,energy landscape
a3e5fb61-1d1c-4ec6-8d65-743941f4299c,sexual dimorphism
4beb8454-a4a3-4666-b64b-900fcc566eea,cell size
0c1410eb-4e74-4ad0-971a-44aafd110922,public security
0833d65a-bad5-4366-a586-161eb0e876ac,pillar
31e20b8a-612f-4c11-94a6-e19d9622c649,biphenyl
887c6a83-be7b-49a2-97e2-31d0bf55ed23,data verification
a74504a9-c64f-40af-83b0-4932fb35ebd0,orthologous gene
db71403d-e334-471c-a27b-569bcb07cc6b,landform
6be65a23-541f-4107-9fa0-7a25d54d4bf4,hdac8
99c68d0b-5863-4df1-bc66-5f8f2e666228,paratransit
8a4ec351-f2b0-4b80-8202-ff47a0db053c,spodoptera litura
3b3f5b0b-e14f-4fc0-8355-d1a2e04087bc,prioritization
0606b2fb-d26d-4fa3-9b17-1c6f94313deb,barrier function
be56188b-fdf7-4b14-83f4-e2c9d3ebd91c,chirp
d4c0f5d5-b004-4510-a201-adb278b3584f,plga
01592b27-4da3-4914-909d-079b313d36ea,ertapenem
94911c11-28d4-45c2-a45e-ccc1fa915de4,induction chemotherapy
03f928ad-d6dc-4f66-8dd3-b45bc68f7b51,lévy flight
930fa67a-14bf-4437-82b8-d6ecbc1cf141,pediatric oncology
ed15733c-777c-4d81-a7b0-075687dd4121,siemens
90bbc542-2cf9-4265-b156-d0d2b7d0f1ec,ambient intelligence
762b0d43-6831-423b-bd05-4dd7027ce848,gender balance
0708ef42-14fd-4fae-a503-796b37ef735a,camouflage
f003e2d5-609f-4fbd-b606-d37fcaad6cef,gratification
a740ead3-98ad-4bb8-98d8-ef2638659a49,crowd sourcing
050b2f4b-b026-4c3a-9e1f-082f3d276272,streptococcus dysgalactiae
389fff77-62d2-405e-a6bd-daa825979f9c,sigma-1 receptor
7eaef8dd-15b9-4afb-a885-a15f0a18f2eb,medical services
