journalId,name,ISSN,url
2135230a-3b24-4b71-9583-60624389377a,IEEE Transactions on Industrial Informatics,1551-3203,http://ieeexplore.ieee.org/servlet/opac?punumber=9424
3f7605a7-7e53-4ff7-8895-42f09a5f4355,Frontiers in Immunology,1664-3224,http://www.frontiersin.org/immunology
103075b0-1b66-4b69-9c47-f54875634fba,Bioengineering,2306-5354,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-354376
59759842-b00a-4106-823f-5706846e20c8,APL Bioengineering,2473-2877,https://aip.scitation.org/journal/apb/
ae7a3201-e479-4666-8a93-3d35d6bf7cd1,Biochemistry,0006-2960,https://pubs.acs.org/journal/bichaw
027ffd21-ebb0-4af8-baf5-911124292fd0,bioRxiv,,http://biorxiv.org/
7ef7219e-a8d7-4e4b-9f8e-0a8849ced980,Journal of Ethnopharmacology,0378-8741,http://www.elsevier.com/wps/find/journaldescription.cws_home/506035/description#description
abc0c598-b988-4841-a8c5-65bfa6f3df77,Biomedicines,2227-9059,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-327040
52edfc09-8d65-4876-8560-84530d7259b9,Journal of Neuroscience,0270-6474,https://www.jneurosci.org/
b7967fe5-e9be-40d8-8224-af9caa8cb3ac,Medical Review,1730-3524,http://www.ejcem.ur.edu.pl/
61e7ae92-1baa-486e-9565-c306cf128228,Global Pediatric Health,2333-794X,http://gph.sagepub.com/
43b87a47-bd26-4b65-918f-f9bbd159ea77,Human Genetics,0340-6717,https://www.springer.com/biomed/human+genetics/journal/439
c31f1072-dbe6-4b65-9b7b-c0795feca6a9,Chemical Communications,1359-7345,http://www.rsc.org/chemcomm
3096eb5c-d18c-4877-94cd-28edd3a9c357,International Journal of Environmental Research and Public Health,1660-4601,http://www.mdpi.com/journal/ijerph/
42c97a24-9f70-4fb6-8902-41a125e2701a,International Symposium on Emerging Information Security and Applications,,https://link.springer.com/conference/eisa
c1269fa2-b51c-4648-bf0c-95797c4a74cd,Magnetic Resonance in Medicine,0740-3194,http://www3.interscience.wiley.com/cgi-bin/jhome/10005196
3b864f79-48ac-4381-bb1e-704fdfaabd5b,Endocrine Disruptors,2327-3747,http://www.tandfonline.com/loi/kend20
db8b4563-d667-494e-b2e2-bc65c4faba39,Journal of Allergy and Clinical Immunology,0091-6749,http://www.sciencedirect.com/science/journal/00916749
b8d0702c-bfee-4599-bf70-9b7a9ec55c76,Theranostics,1838-7640,https://www.thno.org/
0dd029a0-53f2-46e7-b415-adc1ea932dda,Microbial Genomics,2057-5858,https://www.microbiologyresearch.org/content/journal/mgen
a9e62b74-ad0f-4ab8-adc2-aa68d239bbc4,Clinical Infectious Diseases,1058-4838,http://www.jstor.org/journals/10584838.html
c6ca6024-34ab-4772-9012-f1325ff84509,Chemistry,0009-305X,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-1475729
d30776c0-e524-4f14-a524-871d0586862c,Cancers,2072-6694,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-154879
cdf4bb1c-e624-482e-8289-da2009c4c31a,Journal of Cellular Physiology,0021-9541,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-JCP.html
5061c96b-83ba-4bbd-8d79-7ad10f474562,Bulletin de l'Académie Nationale de Médecine,0001-4079,https://gallica.bnf.fr/ark:/12148/cb34348109k/date
a3fb5dc1-0d6e-4cd0-a720-8cb68cbf6486,Cell Reports,2211-1247,https://www.cell.com/cell-reports/home
d5e0c47e-1f80-41d8-a565-44d86b990db3,Frontiers in Veterinary Science,2297-1769,https://www.frontiersin.org/journals/veterinary-science
66507f0b-12a1-4058-a35c-73029853d5b9,Planta,0032-0935,https://www.springer.com/life+sciences/plant+sciences/journal/425
286e0e72-9cc4-4ec0-b77c-dcf863726a8f,Familial Cancer,1389-9600,https://link.springer.com/journal/10689
fd4c7628-c16e-4b50-8555-3ac3ad6da2d7,NeuroImage,1053-8119,http://www.elsevier.com/locate/ynimg
8728aab4-1d0d-492a-9cea-b2fb429a4d58,Cell Death and Disease,2041-4889,http://www.nature.com/cddis/index.html
22203759-0bc9-4429-8b67-4140ab209cef,PLoS Genetics,1553-7390,http://www.pubmedcentral.nih.gov/tocrender.fcgi?journal=331
25d7ea1e-7247-4f06-be19-cbe00f14a845,Physiology and Molecular Biology of Plants,0974-0430,https://link.springer.com/journal/12298
60409411-0621-447a-91f0-ebb78a6650b8,Genetics in Medicine,1098-3600,http://www.nature.com/gim/archive/index.html
6c68e781-5ebc-47cf-a4a0-77b077106aef,BMC Medical Research Methodology,1471-2288,http://www.biomedcentral.com/bmcmedresmethodol/
43b3f0f9-489a-4566-8164-02fafde3cd98,Nature Communications,2041-1723,https://www.nature.com/ncomms/
d5e5b5e7-54b1-4f53-82fc-4853f3e71c58,medRxiv,,https://www.medrxiv.org/
b446bbfb-c88e-4cbd-bc4e-9eeb0a75760c,Advanced Optical Materials,2195-1071,https://onlinelibrary.wiley.com/doi/abs/10.1002/adom.201600834
75b71170-22d0-4a1b-ac76-33a8d3737ca8,Journal of Genetic Counseling,1059-7700,https://www.springer.com/biomed/human+genetics/journal/10897
a87fe009-4a3a-4b82-a6b0-3fb3a03a356c,International Journal of Cardiology,0167-5273,http://www.elsevier.com/wps/find/journaldescription.cws_home/506041/description#
30168d6d-6785-4042-8f7c-b8e8c0902fd0,Journal of Fungi,2309-608X,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-514398
07e2ae6a-73ba-4041-953a-6e43c67ca7ec,ACS Applied Bio Materials,2576-6422,https://pubs.acs.org/journal/aabmcb
7892f01e-f701-4d07-8c36-e108b84ec6ab,Nature Neuroscience,1097-6256,http://www.nature.com/neuro/
c4c9c1ee-07f9-458c-bca9-018e0d87bb8d,Patient Education and Counseling,0738-3991,http://www.elsevier.com/wps/find/journaldescription.cws_home/505955/description#description
f6d9c2f6-55a4-46c8-8fcb-f8122ee7ebb4,BJOG: an International Journal of Obstetrics and Gynaecology,1470-0328,http://www.blackwell-synergy.com/rd.asp?code=bjo&goto=journal
7a0fa873-9493-466e-aaf2-2eeb6a4d41f2,Antimicrobial Agents and Chemotherapy,0066-4804,https://aac.asm.org/
56cde9e1-007e-4232-b5ea-ac20f55c39e8,Bioorganic & Medicinal Chemistry Letters,0960-894X,http://www.elsevier.com/wps/find/journaldescription.cws_home/972/description#description
4672b2e0-de9c-4a4c-8275-1ac1064050e3,Health Expectations,1369-6513,http://www.blackwell-synergy.com/member/institutions/issuelist.asp?journal=hex
3f7c3cbc-3784-4029-8583-1f4748522809,Medical Anthropology Quarterly,0745-5194,http://www.wiley.com/bw/journal.asp?ref=0745-5194
87c855fc-c59a-4443-832a-e5b1ca14b9f3,Cureus,2168-8184,https://www.cureus.com/
284f3843-e16b-4d3b-8af5-3679dbc847d8,Forensic Science International,0379-0738,http://www.elsevier.com/locate/forsciint
77e9eef7-b0ff-4f55-90e7-a4debb48a382,Urology Practice,2352-0779,https://www.journals.elsevier.com/urology-practice
5cb02b7f-8698-4009-8275-b6bada515a33,Current opinion in plant biology,1369-5266,http://www.elsevier.com/wps/find/journaldescription.cws_home/601314/description#description
63c69e30-e896-4a09-8c79-b78164c41ae4,Ciba Foundation symposium,0300-5208,
1901e811-ee72-4b20-8f7e-de08cd395a10,arXiv.org,2331-8422,https://arxiv.org
8cd0658b-273f-4a78-9262-bae6eea40607,Journal of the American College of Cardiology,1790-5257,http://asia.elsevierhealth.com/
3c77be64-fcd3-444d-a98d-f563ab841a7e,Pharmaceutics,1999-4923,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-169204
e110cc75-cd00-4b7f-968c-fd70b464a553,Frontiers in Plant Science,1664-462X,http://www.frontiersin.org/about/journalseries
099a2ecc-54f9-42d3-9ea0-0189027aa04f,Journal of Biological Chemistry,0021-9258,http://ejournals.ebsco.com/direct.asp?JournalID=101729
cf94d391-9134-4d7f-bdc3-d28889d8f0ab,World journal of transplantation,2220-3230,https://www.wjgnet.com/2220-3230/
59fa2710-1e86-4a38-a303-99b39db2006e,Patient,1178-1653,http://www.ingentaconnect.com/content/adis/ptt;jsessionid=8y4zahawaokx.alexandra
9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,Frontiers in Genetics,1664-8021,http://www.frontiersin.org/genetics/
2d876a73-f95f-4152-a03f-76811219e16d,Physical & Occupational Therapy in Pediatrics,0194-2638,http://www.informahealthcare.com/pop
25a655e4-17da-4bfc-a246-5cd20202068d,Frontiers in Microbiology,1664-302X,http://www.frontiersin.org/cellular_and_infection_microbiology/about
e46002a1-d7a6-4681-aae9-36bc3a6a1f93,Information Sciences,0020-0255,http://www.sciencedirect.com/science/journal/00200255
bf6072b7-bf60-4b91-887e-d61e9af57e6a,Immunological Reviews,0105-2896,http://onlinelibrary.wiley.com/journal/10.1111/(issn)1600-065x
be5c6c3b-a0ff-4d7e-b603-392af7723c89,Bulletin of experimental biology and medicine,0007-4888,https://link.springer.com/journal/10517
c9f150d2-9625-429c-aa33-14fe7f73523a,Personalized Medicine,1741-0541,https://www.futuremedicine.com/
20c552c0-1691-41b9-b3ac-ed93b55843f4,Environment International,0160-4120,http://www.elsevier.com/wps/find/journaldescription.cws_home/326/description
266f640f-003e-453b-ab76-57e4053252f8,Pattern Recognition,0031-3203,http://www.elsevier.com/wps/find/journaldescription.cws_home/328/description#description
46dfaac0-1c85-4982-9fc7-0355d08c6836,Journal of Intelligence and Information Systems,2288-4866,http://www.jiisonline.org/
9022e356-13cd-4b20-b9c8-b71402126832,Cold Spring Harbor Perspectives in Biology,1943-0264,https://cshperspectives.cshlp.org/
a052153a-ee90-4f10-b5e8-646b04b4b93f,Journal of Veterinary Sciences,2049-8896,https://www.jstage.jst.go.jp/browse/jvms/-char/en
a8009bad-664b-465f-9fc2-8656bc637bc4,Advances in Experimental Medicine and Biology,0065-2598,https://www.springer.com/series/5584
16c9f9d4-bee1-435d-8c85-22a3deba109d,Physical Review Letters,0031-9007,https://journals.aps.org/prl/
7d4a8320-422a-4d40-b77d-8298d0271170,Journal of Mass Spectrometry,1076-5174,http://www3.interscience.wiley.com/cgi-bin/jhome/6043
1000974a-c9f2-4bcd-8c7f-43336e3d4f03,Journal of food science and technology,0022-1155,https://www.springer.com/food+science/journal/13197
2c60bff9-794b-484c-83ab-9212eff9fc5a,Metabolites,2218-1989,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-217885
1828a281-125c-4f59-a315-d6489324d856,Clinical and Molecular Hepatology,2287-2728,http://e-cmh.org/
2633f5b2-c15c-49fe-80f5-07523e770c26,IEEE Access,2169-3536,http://www.ieee.org/publications_standards/publications/ieee_access.html
0c56f663-4a40-4959-8577-89ee09ba7d4a,Experimental and clinical psychopharmacology,1064-1297,http://www.apa.org/journals/pha/
3bc0e661-dc2a-454a-9ff5-6515430ce9ff,Frontiers in Cardiovascular Medicine,2297-055X,http://www.frontiersin.org/Cardiovascular_Medicine
3a435ff9-d0c3-4eb9-9a89-992c0f8bf398,Genes,2073-4425,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-163755
5b97da83-0106-4e9f-aef2-4c3006afbb2c,Frontiers in Cell and Developmental Biology,2296-634X,http://www.frontiersin.org/cell_and_developmental_biology
083c6c99-5d39-4452-88c4-2963e15f8a0f,Children,2227-9067,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-385526
d77bf08b-e6ea-43d9-b96a-48a853f0f75e,Clinical Chemistry and Laboratory Medicine,1434-6621,http://www.degruyter.com/view/j/cclm
2bbc1e45-4074-471d-b003-2c8f5a99cdb0,Indian Journal of Ophthalmology,0301-4738,http://www.ijo.in/
3e39d08a-e227-4443-8557-8557ffbe97f5,Journal of Neurologic Physical Therapy,1557-0576,https://journals.lww.com/jnpt/pages/default.aspx
11d0e58d-2fce-416e-945a-ea8815a278a1,World journal of urology,0724-4983,https://link.springer.com/journal/345
a1c785be-6009-4c64-bae6-6704cb30da4b,ACS Macro Letters,2161-1653,https://pubs.acs.org/journal/amlccd
4edfcb61-9d1a-429f-a62d-5e205e249979,BMC Research Notes,1756-0500,http://www.biomedcentral.com/bmcresnotes/
483a56c6-94c2-46a1-89a2-e25f151375b0,Japanese Journal of Microbiology,0021-5139,https://onlinelibrary.wiley.com/journal/13480421
c828ed19-475e-4afd-ab62-1eac0a2dae95,Current Opinion in Genetics and Development,0959-437X,http://www.elsevier.com/wps/find/journaldescription.cws_home/601302/description#description
ccd35f31-f54d-491e-bd0c-9365c71d88a3,European Journal of Pharmaceutical Sciences,0928-0987,http://www.elsevier.com/locate/ejps
01b8e5aa-48a6-4e0b-b465-61299363cbe4,Cancer Journal,0765-7846,http://www.tribunes.com/tribune/cancer-j.htm#INDA
965b0be0-5d25-4f1d-95ba-333877d38535,Turkish journal of chemistry,1300-0527,http://journals.tubitak.gov.tr/chem/
6c7b34aa-5b1e-4899-bdac-97a409ddfdce,International Journal of Applied Cryptography,1753-0563,http://www.inderscience.com/browse/index.php?journalID=233
9c7806c9-5d45-4670-86ed-e7e052ef142a,Biochemical Society Transactions,0300-5127,
1cbe6039-ff71-4a80-8c5d-2d5ac4447b53,Microorganisms,2076-2607,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-333845
26e723bf-bfa5-4e58-bf99-8abac36e938e,Aging,0002-0966,"http://infotrac.galegroup.com/itw/infomark/1/1/1/purl=rc18_AONE_0__jn+""Aging""?sw_aep=ocul_mcmaster"
3b97cd32-6247-45c4-953b-f52b2ae40456,Journal of Clinical Medicine Research,1918-3003,https://www.jocmr.org/index.php/JOCMR/index
4cb5bc0d-3375-4258-bfce-2e1ad7197861,Movement Ecology,2051-3933,http://www.movementecologyjournal.com/
59e3cd34-6b15-4e26-817a-7701e1e7d4ec,Cancer Gene Therapy,0929-1903,https://www.nature.com/cgt/
e53a7f00-880e-4975-9953-95f2e540dbb7,Plants,2223-7747,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-247598
b230832a-d53c-4786-a890-7c0d331a4795,Bioinformatics and Biology Insights,1177-9322,http://la-press.com/journal.php?journal_id=39
d67aa5d9-0a87-4054-8909-87defda40256,Biomolecules,2218-273X,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-217745
e6bfdcb4-2a51-40d0-bba8-df275f223711,The VLDB journal,1066-8888,http://dl.acm.org/citation.cfm?CFID=753506132&CFTOKEN=90626957&id=J869
46b14fbe-3292-4839-a48c-111eca2e0d7e,JCO Precision Oncology,2473-4284,http://po.jco.org/
7fb8eddb-8838-4519-b764-4136eafd8225,Heliyon,2405-8440,https://www.journals.elsevier.com/heliyon
31f44e5f-f988-4a14-a236-2ecf8d216061,DNA,0198-0238,http://www.liebertonline.com/loi/dna
2fd4c673-ebec-4ccf-b719-594b48795306,Journal of Translational Medicine,1479-5876,http://www.translational-medicine.com/
719d1a03-15e1-4dde-9b3f-1093b27e37c6,International Journal of Information Security,1615-5262,https://link.springer.com/journal/volumesAndIssues/10207
6aa4c7e3-fc8c-4517-b3d8-d31f4839f202,Current Opinion in Microbiology,1369-5274,http://www.elsevier.com/locate/issn/13695274
5d71ed36-4527-4c4c-a344-6d0c423c5b4d,Expert Review of Molecular Diagnostics,1473-7159,http://www.expert-reviews.com/loi/erm?cookieSet=1
5291374f-6a33-40a6-a399-3fdd1ee0fd51,Journal of Information Security and Applications,2214-2126,https://www.journals.elsevier.com/journal-of-information-security-and-applications
e6c392b4-b4fc-409c-8ff2-c490c0407611,JCI Insight,2379-3708,https://insight.jci.org/
fe053410-a8cc-4589-a184-b3101dad9509,Non-Coding RNA,2311-553X,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-518525
07e65705-6eb2-4447-ab15-03c2167a4540,European Journal of Human Genetics,1018-4813,https://www.karger.com/Journal/Home/224162
c1a9fe4e-cbb1-4542-b482-d66d35198d90,Topics in Magnetic Resonance Imaging (TMRI),0899-3459,https://journals.lww.com/topicsinmri
1524b2ea-04c5-4822-afb6-0b46817313a0,Current Research in Food Science,2665-9271,https://www.journals.elsevier.com/current-research-in-food-science
b51ebc17-99ea-48ba-9271-1074f526a9a1,Human Mutation,1059-7794,http://www3.interscience.wiley.com/cgi-bin/jhome/110506099
4c858f5b-d9cb-4a2a-bc42-7ef869b103d8,Antibiotics,2079-6382,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-271133
33a3a6f1-cd60-4248-bbd4-c85fe26b801a,Viruses,1999-4915,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-160271
bf971b68-faa0-438c-b594-d8f4fef33bfa,Journal of Internal Medicine,0954-6820,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2796
51278f27-cfdd-4938-81e4-9d54ca7b3cd0,Cells,2073-4409,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-225453
f1120ea3-efbf-429e-ba1b-d51aafc6000b,Journal of Leukocyte Biology,0741-5400,https://jlb.onlinelibrary.wiley.com/
914ddf14-90d9-407b-9b2e-ea9e00eb8deb,International Journal of Medical Microbiology,1438-4221,http://www.elsevier.com/wps/find/journaldescription.cws_home/701772/description
1a9c698b-7fe4-4444-b391-208b4b2326e2,Biochemical and Biophysical Research Communications - BBRC,0006-291X,http://www.elsevier.com/wps/find/journaldescription.cws_home/622790/description
040b8cb2-de90-46ee-8899-412df4839ba4,Behavioural Brain Research,0166-4328,http://www.elsevier.com/locate/bbr
721ed878-9136-408b-b2a3-dce27b9fa39e,Journal of Personalized Medicine,2075-4426,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-225205
7f0649e7-1c25-49d4-a210-6177946c6d4a,Frontiers in Chemistry,2296-2646,http://www.frontiersin.org/Chemistry
a11f119f-56cc-43a5-b005-6716c71eebac,Tohoku journal of experimental medicine,0040-8727,http://www.journal.med.tohoku.ac.jp/index.html
bd2507c6-8ce8-419a-904d-c0794f537147,BMC Molecular and Cell Biology,2661-8850,https://bmcmolcellbiol.biomedcentral.com/
821c6dd5-6b19-4a77-914d-a1cb54aec96d,Critical Care Medicine,0090-3493,http://www.ccmjournal.com/
497f0e93-32d6-4a12-a84c-cc94d41a98b3,Haematologica,0390-6078,http://www.haematologica.org/
9f9ebec8-2b0a-40f0-ab46-d31516e69758,Journal of Research in Siddha Medicine,2582-1954,http://siddhacouncil.com/about-journal/
2c60fa60-365c-4ae3-bb87-2fd55e4d44c1,Journal of Pathology,0022-3417,http://www3.interscience.wiley.com/cgi-bin/jhome/110526247
ef485645-f75f-4344-8b9d-3c260e69503b,npj Digital Medicine,2398-6352,http://www.nature.com/npjdigitalmed/
8dcbaea5-3cdb-48b3-9f93-45c12ca1bb91,BMC Genomics,1471-2164,http://www.biomedcentral.com/bmcgenomics/
ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,Cell Systems,2405-4712,https://www.journals.elsevier.com/cell-systems
5bc5dd42-09ab-4ce7-bf5b-8355ee95577c,Spectrochimica Acta Part A - Molecular and Biomolecular Spectroscopy,1386-1425,http://www.elsevier.com/wps/find/journaldescription.cws_home/525436/description#description
166fd2b5-a928-4a98-a449-3b90935cc101,IACR Cryptology ePrint Archive,,http://eprint.iacr.org/
68b547ba-0f44-4ad4-a095-b871d674a94f,Current Opinion in Behavioral Sciences,2352-1546,http://www.elsevier.com/locate/issn/23521546
098d941f-120e-4f86-8969-40004d31e9ec,Biomaterials Science,2047-4830,https://www.rsc.org/journals-books-databases/about-journals/biomaterials-science/
08ee3346-e195-4333-b008-be3a4f9e23cd,Biochimica et Biophysica Acta,0006-3002,https://www.elsevier.com/life-sciences/biochemistry-genetics-and-molecular-biology/journals/bba
3ca58bc3-30c2-4b88-af72-af11afd0c293,Journal of gastroenterology,0944-1174,https://www.springer.com/medicine/internal/journal/535
1954882c-493a-4098-abe4-fcd30f330157,Talanta: The International Journal of Pure and Applied Analytical Chemistry,0039-9140,https://www.elsevier.com/locate/inca/525438
17a77cd9-3798-49e1-9f93-07cc81230970,Genome,0831-2796,
643b0c17-99ac-463b-81c4-df44ad66e34d,Annals of Internal Medicine,0003-4819,http://www.acponline.org/journals/annals/annaltoc.htm
d942b565-c8b7-4165-b901-19dc91139707,Drug Delivery,1071-7544,http://www.informahealthcare.com/drd
7a7dc89b-e1a6-44df-a496-46c330a87840,SN Computer Science,2661-8907,https://link.springer.com/journal/42979
bfe92067-1110-4396-9189-979cf71f9498,Das Gesundheitswesen,0941-3790,https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000022
b927e464-227f-4507-9fc3-faa9fe23b2f3,Croatian Medical Journal,0353-9504,http://www.cmj.hr/
311023e6-6c00-4099-9b7e-488c5ceecef8,International Journal of Endocrinology and Metabolism,1726-913X,http://endometabol.com/en/index.html
aaf8f22d-c931-45aa-a072-ebedf2029b62,Membranes,2077-0375,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-195504
2ca4279c-8ed7-4280-8022-09e577923a09,Frontiers in Neuroscience,1662-453X,https://www.frontiersin.org/journals/neuroscience
e4782337-db2d-4ab2-8eda-a71d1c60709b,Cell,0092-8674,https://www.cell.com/
94d5535e-d6da-44a4-a904-f0ff6a87adbf,Journal of Proteomics,1874-3919,http://www.elsevier.com/wps/find/journaldescription.cws_home/713351/description#description
118e3ebe-80fc-4f58-8eb0-11bf8fc96e32,Phytochemistry,0031-9422,https://www.journals.elsevier.com/phytochemistry/
37da90cc-21c8-4ea4-8f23-ca735a407d0b,Current Atherosclerosis Reports,1523-3804,https://www.springer.com/medicine/cardiology/journal/11883
757bf1fa-e365-4eab-a7b2-d578cdf0927a,"Arteriosclerosis, Thrombosis and Vascular Biology",1079-5642,http://atvb.ahajournals.org/
3eceb08a-6b94-43fb-b3ba-1468f759573b,Analytical and Bioanalytical Chemistry,1618-2642,https://www.springer.com/chemistry/analytical+chemistry/journal/216
9b6db04a-2990-4cf9-a14c-01d47636ee53,Blood,0006-4971,http://www.bloodjournal.org/
bb95bf2e-8383-4748-bf9d-d6906d091085,Proceedings of the National Academy of Sciences of the United States of America,0027-8424,https://www.jstor.org/journal/procnatiacadscie
2dc4386c-f418-4a62-a2c3-6b89b06981be,Journal of Intelligent & Fuzzy Systems,1064-1246,http://content.iospress.com/journals/journal-of-intelligent-and-fuzzy-systems/
3048b449-a773-4256-9bb5-5e61fbb61e52,British medical journal,1759-2151,https://www.bmj.com/
1704b8d9-4aa7-4f76-b9dd-eefb0a556059,Oncology Research,0965-0407,http://www.cognizantcommunication.com/
30b423bd-bbec-4115-9821-aab008055159,Endocrine reviews,0163-769X,http://edrv.endojournals.org/
312ca99c-9149-490d-813e-c60d5e949f65,Concurrency and Computation,1532-0626,http://www3.interscience.wiley.com/cgi-bin/jhome/77004395?CRETRY=1&SRETRY=0
2c30e84c-941b-45b8-b015-9284a1afdb14,Animals,2076-2615,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-195475
426b53b7-41a5-467e-a643-71a2174ee4ee,Archives of Clinical Neuropsychology,0887-6177,https://academic.oup.com/acn/issue
f8cb43f6-f5fa-455e-8a58-5964f4414f9b,European Journal of Cell Biology,0171-9335,http://www.elsevier.com/locate/ejcb
f5460e19-867e-4847-9c88-f543975d7510,Obstetrical and Gynecological Survey,0029-7828,https://journals.lww.com/obgynsurvey/pages/default.aspx
55533c94-3262-4f92-8b39-b5505290dcfe,Risk Management and Healthcare Policy,1179-1594,http://www.dovepress.com/articles.php?issue_id=191
1617f5c3-5410-462d-91c9-7aa8ced2d91d,BMC Biology,1741-7007,http://www.biomedcentral.com/1741-7007/
