journalId,volumeId
9f814bbe-0b77-43ab-b0b8-61ba1b86ca52,4894f2cb-b203-4027-ab6b-86a4531dfb00
8506a01a-40b8-4e6f-bbb8-ce2492139c15,09c9bc2b-fc3a-4396-9438-ccd0478b2f42
d5330fba-951d-47e5-bb5a-4e143054ab81,75ecdc50-6cfa-4543-b411-9d588c5ad8ba
75be2983-1368-4aaf-98a5-b944e9f8cca4,4ff82af4-7819-49fa-a78c-f529137a9fc2
134729e0-684f-4b25-912c-6fd0d5855983,739debbc-7760-46f6-83ef-da0779c3b635
6568cb67-580e-4d7a-9363-c021e3910760,b219919f-968d-4b80-b2c4-37e36e501566
0650c289-97b1-4db5-a39d-247ed29f04e3,d90787d4-438c-4b8d-836c-8c303d627195
056efaa3-b9f5-41c6-b9d1-668f5d6fa759,2253d7dd-4b85-4063-ad24-27e337455871
ed36a997-a5a1-4f1f-a00c-3700322c11cc,c39a097f-8b66-4a38-9e2c-f8fe43b219da
f06e7ee6-cd20-45a8-91f9-6c84bcddc5fd,168ce049-d9fc-4e62-9370-fbe43a22a5ea
32505816-936f-497d-8f3c-ee241a290329,9c62a345-75ac-4b67-9fcb-4a8f0a0f4a11
0f3e46f8-faf8-44a8-8e9c-f3f5c9b99e13,d89d1087-3bf0-4a05-b955-a8f26ae511b8
f99f77b7-b1b6-44d3-984a-f288e9884b9b,eb07e138-8000-4a7c-87de-ce3f8e159552
7c7081ff-cde3-49d7-aa8a-8f29ecc4f0a0,8e5edc30-770a-4108-bfe8-a786f9440ee5
2135230a-3b24-4b71-9583-60624389377a,582218a0-f3a3-4af5-be9f-834a78824fbe
3f7605a7-7e53-4ff7-8895-42f09a5f4355,cac4302a-fb3b-4934-a2ac-1e7f9c804d17
103075b0-1b66-4b69-9c47-f54875634fba,57544727-23dc-4037-b277-1e210c143c8e
59759842-b00a-4106-823f-5706846e20c8,1bc2631a-07f9-487c-a334-a988153e1e45
f99f77b7-b1b6-44d3-984a-f288e9884b9b,92b30c27-0d2e-4a5e-a662-85f08166ac10
ae7a3201-e479-4666-8a93-3d35d6bf7cd1,5a6302a1-f60d-4466-a02d-bd5f2ea43eb4
027ffd21-ebb0-4af8-baf5-911124292fd0,beab1375-6208-45ca-a220-04b7459b5ff7
8506a01a-40b8-4e6f-bbb8-ce2492139c15,f6e6c6b0-24c4-4f83-a2b8-f71f827b5296
7ef7219e-a8d7-4e4b-9f8e-0a8849ced980,6e31669a-a389-4ea5-8ad9-461257574cb7
abc0c598-b988-4841-a8c5-65bfa6f3df77,f0a395df-2fbd-4a5b-8c5f-c9b3343450f9
52edfc09-8d65-4876-8560-84530d7259b9,f8bdf786-08b3-4053-989f-414a5f77e560
b7967fe5-e9be-40d8-8224-af9caa8cb3ac,03a70c78-7c8d-48e6-bea5-5fc551168fd5
61e7ae92-1baa-486e-9565-c306cf128228,eb13247b-75ba-4d24-a661-904b97ce2a5e
43b87a47-bd26-4b65-918f-f9bbd159ea77,778c1cf0-28cc-44ab-852a-00fcebcc0c65
c31f1072-dbe6-4b65-9b7b-c0795feca6a9,4e0a8b65-c755-4fc3-aef2-1ae657b1692e
3096eb5c-d18c-4877-94cd-28edd3a9c357,20998e72-1721-4927-a051-28d0d8599325
42c97a24-9f70-4fb6-8902-41a125e2701a,08f75737-ff75-4f38-a3ef-58c9c14e093b
c1269fa2-b51c-4648-bf0c-95797c4a74cd,6ead5b51-b848-42dc-bdf4-d2b63eeb19d0
3b864f79-48ac-4381-bb1e-704fdfaabd5b,974f6f06-12a9-4c27-a33b-00c007cd6a61
db8b4563-d667-494e-b2e2-bc65c4faba39,7a9d7143-d5a3-4033-a7b7-3cd7c2d23a70
b8d0702c-bfee-4599-bf70-9b7a9ec55c76,f1602b74-6e05-40d1-8a6c-6db75cfc3053
0dd029a0-53f2-46e7-b415-adc1ea932dda,0250b78a-fc4e-4004-bdd4-a89041831db5
a9e62b74-ad0f-4ab8-adc2-aa68d239bbc4,a5e890c5-819f-47b2-9440-ea4e7f4343cd
c6ca6024-34ab-4772-9012-f1325ff84509,9c3fb583-04d6-49f7-ab3f-f27402866be4
d30776c0-e524-4f14-a524-871d0586862c,1637504d-f8c7-4c0e-acf7-9f8ca0e354d7
cdf4bb1c-e624-482e-8289-da2009c4c31a,c285e899-8961-404f-a5c7-27db357407bc
5061c96b-83ba-4bbd-8d79-7ad10f474562,43f94ab2-5e4f-43eb-9c2b-6a5515b8646d
a3fb5dc1-0d6e-4cd0-a720-8cb68cbf6486,667a4042-e0eb-431d-a860-d47eb8821d08
d5e0c47e-1f80-41d8-a565-44d86b990db3,b78ff7f3-e664-45c4-bf8a-d29295a7f385
66507f0b-12a1-4058-a35c-73029853d5b9,c5ea7217-488f-49da-bfa7-caae6c0c6971
286e0e72-9cc4-4ec0-b77c-dcf863726a8f,72c4a556-5f4b-4713-9425-f4af580d1151
0aed7a40-85f3-4c66-9e1b-c1556c57001b,8e2e8908-92de-4904-82f0-9d6edee1a3a3
fd4c7628-c16e-4b50-8555-3ac3ad6da2d7,b0528f5b-bacb-4c53-94c1-df2d61ec9ce0
8728aab4-1d0d-492a-9cea-b2fb429a4d58,211077cb-1d66-46c7-9caf-90305b9db689
22203759-0bc9-4429-8b67-4140ab209cef,afdbf4af-a2e8-48db-a9a0-7ecf119b1ab4
25d7ea1e-7247-4f06-be19-cbe00f14a845,c19f204f-39b6-4d86-bebc-7945e70be33d
f99f77b7-b1b6-44d3-984a-f288e9884b9b,967ea8fa-90f6-43a8-8052-bb8fb5337be2
60409411-0621-447a-91f0-ebb78a6650b8,5920d193-306d-4068-afcc-eb42a6d531b3
6c68e781-5ebc-47cf-a4a0-77b077106aef,6d124d91-d352-4e62-886f-38e33e0a1ae0
43b3f0f9-489a-4566-8164-02fafde3cd98,bdf043a2-982a-49c3-9300-077a00cf31cb
60409411-0621-447a-91f0-ebb78a6650b8,51fb6da4-140f-4f32-82c2-fead041868c3
d5e5b5e7-54b1-4f53-82fc-4853f3e71c58,8c7bef7b-1d1b-4297-b894-bc0b5278387f
b446bbfb-c88e-4cbd-bc4e-9eeb0a75760c,813cd720-e631-4309-ad40-dddce185268a
75b71170-22d0-4a1b-ac76-33a8d3737ca8,46abbf56-8467-4ed6-900e-d83f40494c3c
a87fe009-4a3a-4b82-a6b0-3fb3a03a356c,17801a5d-02dd-4d6c-8579-a6f1889d6784
30168d6d-6785-4042-8f7c-b8e8c0902fd0,7843a400-7e2f-42b0-a222-e9a4f9026968
07e2ae6a-73ba-4041-953a-6e43c67ca7ec,47805cca-917c-4166-a326-52c771e04752
7892f01e-f701-4d07-8c36-e108b84ec6ab,0b08e43d-fbc9-465e-807c-2e68e1eb412a
c4c9c1ee-07f9-458c-bca9-018e0d87bb8d,cf69bd6a-1ba9-4228-9d19-58b9b258adfd
f6d9c2f6-55a4-46c8-8fcb-f8122ee7ebb4,c35c598f-0dd0-486d-bd3d-c27555b4c6e6
7a0fa873-9493-466e-aaf2-2eeb6a4d41f2,3063c889-d4d2-4ae4-8a53-f52d7d915d3c
56cde9e1-007e-4232-b5ea-ac20f55c39e8,6a23e630-41f9-4142-8ee6-2b128fd901f0
0aed7a40-85f3-4c66-9e1b-c1556c57001b,def34d36-82d4-4a2b-9f43-c03c4ee87b3c
4672b2e0-de9c-4a4c-8275-1ac1064050e3,95ebf149-d054-4ea0-bd5b-a6beff2e8da0
3f7c3cbc-3784-4029-8583-1f4748522809,2e4b4385-7870-4f93-9aaa-06bc7e400464
87c855fc-c59a-4443-832a-e5b1ca14b9f3,03ca61ff-64df-4451-a365-7d733272f962
284f3843-e16b-4d3b-8af5-3679dbc847d8,a6727e97-628a-4c22-9e2c-a44ff1d7dd7c
77e9eef7-b0ff-4f55-90e7-a4debb48a382,46aadb7d-7b0a-41f2-9f3d-ca5a03777eb1
5cb02b7f-8698-4009-8275-b6bada515a33,86031be9-e967-40bf-8f08-477e672df293
63c69e30-e896-4a09-8c79-b78164c41ae4,d4276df4-41a9-47cb-9380-e2289b083af6
1901e811-ee72-4b20-8f7e-de08cd395a10,49a6059d-d2a3-4aef-867f-4359a3707a60
8cd0658b-273f-4a78-9262-bae6eea40607,6f0be59c-fc38-41a2-9cb7-35734d5f5bc1
3c77be64-fcd3-444d-a98d-f563ab841a7e,f889033f-9b5f-40db-ae35-68330e4d040e
e110cc75-cd00-4b7f-968c-fd70b464a553,79ff7a36-7927-42ee-b0b7-c0f96385d404
099a2ecc-54f9-42d3-9ea0-0189027aa04f,981c9827-75aa-4c78-903c-c93b79825043
cf94d391-9134-4d7f-bdc3-d28889d8f0ab,2e9a0ec7-1fd3-47d6-a0e3-e2172b3abd5b
59fa2710-1e86-4a38-a303-99b39db2006e,768d7092-996f-4603-a767-0cd2c658c0c7
9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,fe5d9ce1-ed74-4ba7-9645-672ed1036b92
2d876a73-f95f-4152-a03f-76811219e16d,daa8be8a-78ab-4524-80e7-865b0a71cf15
25a655e4-17da-4bfc-a246-5cd20202068d,883bbf71-c70a-41c4-ae45-71c300188b63
e46002a1-d7a6-4681-aae9-36bc3a6a1f93,8467e59a-d500-4270-b14e-efd765a3d36b
bf6072b7-bf60-4b91-887e-d61e9af57e6a,8887ce4e-2521-4578-b566-6cc0021bb103
be5c6c3b-a0ff-4d7e-b603-392af7723c89,5f84d318-83cd-4074-83f4-df44d9981c3d
c9f150d2-9625-429c-aa33-14fe7f73523a,6d410434-8018-4964-9be4-2c599b79ccc8
20c552c0-1691-41b9-b3ac-ed93b55843f4,9a4741ac-4cdf-4b78-a787-7b265b3d2756
266f640f-003e-453b-ab76-57e4053252f8,8d67c900-02fd-43a5-804c-7aa4acbc4861
46dfaac0-1c85-4982-9fc7-0355d08c6836,fc7fe3e2-52f4-44c2-9c0c-6034dfe193dd
9022e356-13cd-4b20-b9c8-b71402126832,6cf56052-f13a-447d-b1c4-61377597484e
a052153a-ee90-4f10-b5e8-646b04b4b93f,cc57baa8-2250-4cd2-858a-da8f88edcb71
a8009bad-664b-465f-9fc2-8656bc637bc4,37fc51e7-e9d8-4f95-a007-c8eabe3160b3
16c9f9d4-bee1-435d-8c85-22a3deba109d,953e72f1-8834-4abf-acff-0bea852126d5
43b3f0f9-489a-4566-8164-02fafde3cd98,f1ce963a-2bf6-4299-937c-669d09d0380e
d5e5b5e7-54b1-4f53-82fc-4853f3e71c58,5ff59b3a-6bea-469c-b6c1-4c9bb1e9da63
7d4a8320-422a-4d40-b77d-8298d0271170,c0d3ba6d-6316-4c52-86d0-5842e5d8bffc
1000974a-c9f2-4bcd-8c7f-43336e3d4f03,7c4b4cf0-46ff-4634-99ee-1bc169685067
2c60bff9-794b-484c-83ab-9212eff9fc5a,7a943556-232f-4043-9fc8-33f303874f1c
1828a281-125c-4f59-a315-d6489324d856,d59ff367-68a3-478c-aac3-a6d03a86aa5d
2633f5b2-c15c-49fe-80f5-07523e770c26,2ab41269-d738-4798-9fd4-441104433ed2
0c56f663-4a40-4959-8577-89ee09ba7d4a,aa41e438-9f2b-4db6-8d5b-428b49d44426
1901e811-ee72-4b20-8f7e-de08cd395a10,3ebe64c3-cef4-49c2-a411-69909786a550
3bc0e661-dc2a-454a-9ff5-6515430ce9ff,d005bf88-8e11-4bbf-8c1c-3a3d9e627eec
3a435ff9-d0c3-4eb9-9a89-992c0f8bf398,b2faee96-b42d-420a-937c-803a5be4b875
5b97da83-0106-4e9f-aef2-4c3006afbb2c,7e10bf62-0c8f-4d5c-85ea-7d0221381af6
43b3f0f9-489a-4566-8164-02fafde3cd98,3e6f6989-a343-4867-b570-968689b624cf
083c6c99-5d39-4452-88c4-2963e15f8a0f,b1e13b98-c9ea-4bfb-bf1b-fe63d9b6b603
d77bf08b-e6ea-43d9-b96a-48a853f0f75e,e51a7c09-6cd3-40af-a3c1-004dd8a9a1c3
2bbc1e45-4074-471d-b003-2c8f5a99cdb0,9256b835-b1ec-4259-87d6-77a0c4e95f6e
3e39d08a-e227-4443-8557-8557ffbe97f5,76315c1f-4a25-4ea6-9012-099ecb49d044
11d0e58d-2fce-416e-945a-ea8815a278a1,f026afa9-4709-41d6-84e2-0ed9643bc8a3
a1c785be-6009-4c64-bae6-6704cb30da4b,28366431-a361-4c62-a410-f6cb73050e6b
4edfcb61-9d1a-429f-a62d-5e205e249979,0a92b171-aeb0-4d92-897b-120126b24208
483a56c6-94c2-46a1-89a2-e25f151375b0,88fb6b13-5f74-404d-8b48-2bc585ec25df
c828ed19-475e-4afd-ab62-1eac0a2dae95,dca1775c-9c26-4d29-ba1b-e1322bf4a4e8
ccd35f31-f54d-491e-bd0c-9365c71d88a3,9ad4df98-07bf-41fc-a814-7cf251f98ad1
8f99db2e-5ab5-462f-829a-8eeced9b7be1,ccedc30b-7874-4358-935c-25333a229cfa
01b8e5aa-48a6-4e0b-b465-61299363cbe4,70e39d95-92fc-423e-ab88-684356eb32b2
965b0be0-5d25-4f1d-95ba-333877d38535,982fa499-022a-43c1-8426-f09ff63d0320
6c7b34aa-5b1e-4899-bdac-97a409ddfdce,72d464d6-5f64-4b13-966c-c8c8e157978f
9c7806c9-5d45-4670-86ed-e7e052ef142a,b2128f8a-ace5-40a6-9064-dcae6744c5e9
1cbe6039-ff71-4a80-8c5d-2d5ac4447b53,b333e541-df20-4adc-b98e-7eb7e7fe4939
26e723bf-bfa5-4e58-bf99-8abac36e938e,41f8b970-f155-45cc-be62-b18202f213f9
3b97cd32-6247-45c4-953b-f52b2ae40456,9914a595-5656-47fb-9075-3e01b96983f4
4cb5bc0d-3375-4258-bfce-2e1ad7197861,f4c54d16-5dab-4886-a39a-dd26e0738568
59e3cd34-6b15-4e26-817a-7701e1e7d4ec,0a746176-e338-4b1e-8996-460e588cb06a
e53a7f00-880e-4975-9953-95f2e540dbb7,444e65b2-e238-4c7d-b8f3-066d678db7c4
b230832a-d53c-4786-a890-7c0d331a4795,52c558f2-847b-4bec-a71c-0aeb607fbbd6
30168d6d-6785-4042-8f7c-b8e8c0902fd0,93262a76-35b8-4a8f-9293-045b0ea62f2c
d67aa5d9-0a87-4054-8909-87defda40256,00e762bd-9d16-4bf9-9fa7-5ab1285c2e27
e6bfdcb4-2a51-40d0-bba8-df275f223711,68076133-052d-4c92-ab00-60e2291f7af5
46b14fbe-3292-4839-a48c-111eca2e0d7e,f2ea2334-944e-42ec-bf58-f761c5d6cd1e
f99f77b7-b1b6-44d3-984a-f288e9884b9b,ffc0abd5-85a5-449d-956c-26a806c18275
7fb8eddb-8838-4519-b764-4136eafd8225,9a8dd30b-d1b5-45ad-aba3-07fb033be8cb
31f44e5f-f988-4a14-a236-2ecf8d216061,d98a1484-d6c7-4d14-8472-3e5bb404d2b9
2fd4c673-ebec-4ccf-b719-594b48795306,b372cbdf-2554-4eab-8c7d-ddb1ff59bd3e
719d1a03-15e1-4dde-9b3f-1093b27e37c6,b439322f-b6d1-4c70-b7e1-4f0e90c3d516
c6ca6024-34ab-4772-9012-f1325ff84509,18924203-1b83-49eb-9dc3-29be60954cb7
7fb8eddb-8838-4519-b764-4136eafd8225,9e49af70-ef55-4b2d-9544-f63fabc504f0
6aa4c7e3-fc8c-4517-b3d8-d31f4839f202,f37b7d7d-57bb-40a9-8502-b7770d9b9440
5d71ed36-4527-4c4c-a344-6d0c423c5b4d,1ac548f0-3e4d-4626-8358-1b9b06886582
5291374f-6a33-40a6-a399-3fdd1ee0fd51,3e1d64b8-66a7-41ff-9fec-9e0688de0419
e6c392b4-b4fc-409c-8ff2-c490c0407611,45628563-ab15-4695-b414-8ae7b29dac9a
fe053410-a8cc-4589-a184-b3101dad9509,133033df-e485-4bca-bbc5-e605af13cd16
07e65705-6eb2-4447-ab15-03c2167a4540,14cd023c-7722-4f40-bb04-7be4ea3745b9
c1a9fe4e-cbb1-4542-b482-d66d35198d90,e4af3920-941e-492b-b1fa-a77554a45359
1524b2ea-04c5-4822-afb6-0b46817313a0,ee8c7d10-c575-4c73-b284-625835cc4736
25a655e4-17da-4bfc-a246-5cd20202068d,ee8c547f-15e6-4bba-a650-3e99ab9b8e8d
b51ebc17-99ea-48ba-9271-1074f526a9a1,75361e0d-65e2-44fe-a0fc-5354da37ba5c
4c858f5b-d9cb-4a2a-bc42-7ef869b103d8,f4a74491-a620-4202-8736-b229b1ec9103
33a3a6f1-cd60-4248-bbd4-c85fe26b801a,b349fe97-b0ed-4556-b74b-8c6f69535853
f99f77b7-b1b6-44d3-984a-f288e9884b9b,9a0ba970-82b5-4fc7-9b13-ae5479870f5e
bf971b68-faa0-438c-b594-d8f4fef33bfa,210b470d-30c5-4d4f-aff9-f75028679a22
d5e5b5e7-54b1-4f53-82fc-4853f3e71c58,3f0862da-63ea-4f7d-922f-37cb6d06f170
51278f27-cfdd-4938-81e4-9d54ca7b3cd0,dc3e7456-bb36-49ee-be98-6b9a74910437
f1120ea3-efbf-429e-ba1b-d51aafc6000b,27ad77ae-9d1b-4f53-8359-9f6259703f3f
0650c289-97b1-4db5-a39d-247ed29f04e3,6973ef15-8941-41b2-af07-d083d38c8955
914ddf14-90d9-407b-9b2e-ea9e00eb8deb,d0db4567-d2e6-4d23-9c03-a95aeb515af4
3a435ff9-d0c3-4eb9-9a89-992c0f8bf398,6aca3fd3-3b89-46a4-b3ea-18181a485d8c
1a9c698b-7fe4-4444-b391-208b4b2326e2,0c48b28e-023d-4c9b-8119-62da8e2b1b8e
040b8cb2-de90-46ee-8899-412df4839ba4,cede64d0-2ab6-44b6-9272-6ff2fa069114
721ed878-9136-408b-b2a3-dce27b9fa39e,cb2369a4-e54b-4763-93ed-f252d26a7ee9
7f0649e7-1c25-49d4-a210-6177946c6d4a,effb26b3-ae32-4bb8-a9f2-3d1c5e265bc9
d77bf08b-e6ea-43d9-b96a-48a853f0f75e,acf92662-b474-4c89-a443-4347e48ae189
a11f119f-56cc-43a5-b005-6716c71eebac,79ab65e2-66f7-482c-9444-e04d9e58e112
bd2507c6-8ce8-419a-904d-c0794f537147,ba4757db-4db0-428a-a12a-86c2be5832a5
821c6dd5-6b19-4a77-914d-a1cb54aec96d,1ce8121f-c540-4b20-912b-66c7269f483c
497f0e93-32d6-4a12-a84c-cc94d41a98b3,ed4fcd0a-b5ce-41d6-8a9f-92d830576662
9f9ebec8-2b0a-40f0-ab46-d31516e69758,0875df73-b82b-49c0-9d65-e28ce622f59e
2c60fa60-365c-4ae3-bb87-2fd55e4d44c1,cc6f7624-97b9-45a3-ad0a-b3827bd1063c
ef485645-f75f-4344-8b9d-3c260e69503b,74b5311c-48b2-458e-a801-4c5ef9d9ebd7
f99f77b7-b1b6-44d3-984a-f288e9884b9b,70cfb0ad-d0e5-4a40-b989-fccd26eb840c
8dcbaea5-3cdb-48b3-9f93-45c12ca1bb91,b32560c0-5142-4422-9b09-05401f8707eb
ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,d65ec858-74a0-4425-966e-a3641e84d02c
027ffd21-ebb0-4af8-baf5-911124292fd0,31cb80e8-dd89-4252-a6df-4775733c9d82
32505816-936f-497d-8f3c-ee241a290329,a065ad14-9a6b-4234-920c-fa504a30d0e1
5bc5dd42-09ab-4ce7-bf5b-8355ee95577c,e4bc91d6-3724-48af-8091-56144e0d506f
166fd2b5-a928-4a98-a449-3b90935cc101,00fd3cda-4dcf-4bf7-892f-14b693fb77b2
68b547ba-0f44-4ad4-a095-b871d674a94f,fa67cecf-6a1e-4d0a-bb0c-f9cdedcf97dc
098d941f-120e-4f86-8969-40004d31e9ec,61d5af7b-ab21-4fda-be33-f25fad9bc97e
0aed7a40-85f3-4c66-9e1b-c1556c57001b,90283a62-74a7-4799-a1d6-6f47c495360d
08ee3346-e195-4333-b008-be3a4f9e23cd,38aeaeb2-27ea-4d6d-a298-c7b4927cbc0f
07e65705-6eb2-4447-ab15-03c2167a4540,0f45f279-dac0-42c7-a948-72a63df0be68
3ca58bc3-30c2-4b88-af72-af11afd0c293,a32c6d5e-9655-4edf-8514-b269445e1fd8
1901e811-ee72-4b20-8f7e-de08cd395a10,7c2c7ffb-ad89-4e6f-b5b7-9aa724b0c38f
25a655e4-17da-4bfc-a246-5cd20202068d,6afd2f89-d3e6-406f-81ba-1ac85cf719d4
91b19bbf-b6f0-46c2-bbec-6bcfb5463d4d,de4550fe-d3ff-4b23-a914-9042a12087cc
1954882c-493a-4098-abe4-fcd30f330157,ba02c9a1-ba66-4602-97b2-ef7d57bc756e
17a77cd9-3798-49e1-9f93-07cc81230970,6dd5d3d4-63ea-475d-9cfc-decc967ad925
027ffd21-ebb0-4af8-baf5-911124292fd0,5efbb554-358d-40e5-a810-5d7e471dd70c
643b0c17-99ac-463b-81c4-df44ad66e34d,a5e0a743-fd28-4d31-b70e-229c9748e0b5
b51ebc17-99ea-48ba-9271-1074f526a9a1,dd2794ad-3763-4ae5-aa93-cd6d16626a2e
d942b565-c8b7-4165-b901-19dc91139707,b66b58c2-db67-4039-be12-d2e11eed3ee1
5b97da83-0106-4e9f-aef2-4c3006afbb2c,32e5e54e-d1f3-44f3-ba38-3b5ceb3f8668
1901e811-ee72-4b20-8f7e-de08cd395a10,e91ed172-77a9-4f26-8c60-185bd9dadda1
7a7dc89b-e1a6-44df-a496-46c330a87840,e09e4850-01a2-48bc-8c6e-c39f5826eee7
bfe92067-1110-4396-9189-979cf71f9498,19d24d4a-6a4b-4d16-9034-6f9416bf8d64
b927e464-227f-4507-9fc3-faa9fe23b2f3,9d54f90c-03da-482c-9590-83ef7c266f7b
311023e6-6c00-4099-9b7e-488c5ceecef8,cbeeda46-bf61-4e0c-8625-b8cb7c14ea32
25a655e4-17da-4bfc-a246-5cd20202068d,249fe12d-db6f-480e-a8e1-2e287064a91d
e110cc75-cd00-4b7f-968c-fd70b464a553,09baabf9-5ecc-44fc-bd6d-0cc3f19846e8
aaf8f22d-c931-45aa-a072-ebedf2029b62,4ebbf379-2e38-4da2-9f46-54a73eb12ede
43b87a47-bd26-4b65-918f-f9bbd159ea77,bdbd0ecc-82ef-49b1-b7ea-a749eb55244d
2ca4279c-8ed7-4280-8022-09e577923a09,d86188ea-e8a3-45da-84ab-05fe3da2a6c1
134729e0-684f-4b25-912c-6fd0d5855983,12766706-c12b-46a5-803f-f2e99f1abfd9
e4782337-db2d-4ab2-8eda-a71d1c60709b,223c18bb-fb64-41d3-ae84-82d94b2998c6
94d5535e-d6da-44a4-a904-f0ff6a87adbf,2ced81bf-0003-432a-a2d2-71874e67afd6
118e3ebe-80fc-4f58-8eb0-11bf8fc96e32,b76c953e-40f9-4cc4-aa92-e12b1b452f26
37da90cc-21c8-4ea4-8f23-ca735a407d0b,89c72433-cf9f-4518-b5de-578461183b7d
027ffd21-ebb0-4af8-baf5-911124292fd0,38e565c1-ff74-4ef8-859a-4e8fc8e1c47b
ccd35f31-f54d-491e-bd0c-9365c71d88a3,9c91871d-2a90-42fe-b6ed-430aa65dd8dd
757bf1fa-e365-4eab-a7b2-d578cdf0927a,d61f680e-ea97-45d7-8674-841a21a8176b
51278f27-cfdd-4938-81e4-9d54ca7b3cd0,bee9be84-c55a-4fb0-a735-c81aa5c68e88
3eceb08a-6b94-43fb-b3ba-1468f759573b,172c82a9-97d8-47bd-8793-faf64655e679
2633f5b2-c15c-49fe-80f5-07523e770c26,66e2dd97-793d-4757-8967-980dd1e435c0
9b6db04a-2990-4cf9-a14c-01d47636ee53,d87343b1-65ca-45c4-8301-f5da88a6e365
bb95bf2e-8383-4748-bf9d-d6906d091085,06aa698e-5bcd-4444-9bd3-0117cdeb061a
2dc4386c-f418-4a62-a2c3-6b89b06981be,b91a8dd9-9102-48f3-9c7e-c592e9c83cd5
3048b449-a773-4256-9bb5-5e61fbb61e52,8633ffb4-d777-47a3-8289-ccedb6a59e40
1704b8d9-4aa7-4f76-b9dd-eefb0a556059,91a6ab62-b432-4e4e-9851-2d269fdceadf
30b423bd-bbec-4115-9821-aab008055159,f700baec-ce7f-4ca6-a10d-54a958824f71
312ca99c-9149-490d-813e-c60d5e949f65,3cd6192e-8e06-4d8b-898e-b6e303aa8411
2c30e84c-941b-45b8-b015-9284a1afdb14,bb76d9b3-f8d4-4008-9048-ad411a1f2b8d
118e3ebe-80fc-4f58-8eb0-11bf8fc96e32,79abed9c-2b84-481d-bf02-2c45b97f2ade
027ffd21-ebb0-4af8-baf5-911124292fd0,2cc6be05-5013-4f6e-bbac-9d47e7396c81
426b53b7-41a5-467e-a643-71a2174ee4ee,993a0caa-4f24-4c1f-b995-514e2d4bf366
f8cb43f6-f5fa-455e-8a58-5964f4414f9b,a86237ef-b22c-4b15-9972-c96170309c14
f5460e19-867e-4847-9c88-f543975d7510,98fd6234-46c3-4468-a563-e0f9af91c795
55533c94-3262-4f92-8b39-b5505290dcfe,52e0ec68-3fa6-40b3-82b0-6b21997f9890
3f7605a7-7e53-4ff7-8895-42f09a5f4355,e1666d15-01cc-4959-bd54-07838df27c3a
1617f5c3-5410-462d-91c9-7aa8ced2d91d,42ef8e69-d571-43e5-9d71-62424fb923a5
cbd1c1f9-5b92-49a6-ab75-163fd98a90d7,2f79255e-a357-4247-8fae-2cf939826e54
